Job Title,Company Name,Location,Salary,Job Classification,Job Sub Classification,Facility,Posted Date,Job Type,Job Description,More Detail,og_period_salary,Compensation,og_salary_currency,Job ID,Job Category,Scraped Date
tax supervisor,Pt Star Sparta Indonesia,Jakarta Utara,8000000.0,Akuntansi,Perpajakan,Not Written,1 hari yang lalu,Kontrak,Deskripsi Pekerjaan Melakukan Pengurusan Seluruh Perpajakan Seperti Spt Masa Tahunan Badanmelakukan Rekonsiliasi Bankmaintain Outstanding Piutangmembuat Dan Menyusun Laporan Perpajakanmelakukan Pengecekan Dan Pengarsipan Dokumen Kualifikasi Usia Tahunpendidikan Minimal S Accountingmemiliki Sertifikasi Brevet A Bmemiliki Ketelitian Yang Baikmemiliki Kemampuan Dalam Mengoperasikan Berbagai Software Akuntansi Perusahaanbersedia Ditempatkan Di Pegangsaan Dua Jakarta Utara,https://www.jobstreet.co.id/id/job/74312285?type=standard&ref=search-standalone,month,not_written,IDR,74312285,TAX,2024-03-13
staff hrd,Pt Hwa Seung Indonesia,Jepara,3520500.0,Sumber Daya Manusia Perekrutan,Konsultasi Hr Umum,Not Written,4 hari yang lalu,Full time,Kualifikasi Keahlian Khusus Yang Dibutuhkan Pendidikan Min D S Diutamakan Hukum Akuntansi Psikologi Komunikasi Bagian Yang Dibutuhkan Payroll Hubungan Industrial Training Rekrutmenpengalaman Kerja Yang Relevan Minimal Tahun Fresh Graduate Are Welcome Bisa Berbahasa Inggris Dengan Lancar English Active Mengusai Microsoft Officememiliki Skill Komunikasi Yang Baikmemahami Tentang Undang Undang Ketenagakerjaan Untuk Bagian Hubungan Industrialbersedia Melalukan Proses Seleksi Dan Di Tempatkan Di Pt Hwaseung Indonesia Jepara,https://www.jobstreet.co.id/id/job/74324036?type=standard&ref=search-standalone,month,not_written,IDR,74324036,HUMAN RESOURCES,2024-03-13
receptionist,Makers Tv,Kuta Utara,not_written,Call Center Layanan Konsumen,Layanan Konsumen Berhadapan Dengan Konsumen,Not Written,11 jam yang lalu,Full time,A Spa In Seminyak Bali Is Looking For A Talented And Enthusiastic Receptionist Full Time Responsibilities Ensure A Clean Safe And Well Organized Spa Facility Greet And Welcome Customers In A Friendly And Professional Manner Assist With The Customers Needs Inquiries And Complaints Inform The Hairdressers And Beauticians About The Customers Appointments And Requirements Manage The Calls Emails Whatsapp Delivery And Office Inventory Process Booking And Cancellation And Manage The Appointments Schedules Assist With Marketing And Sales By Providing Customers With Information On Promotions As Well As New Products And Services Process Transactions And Issue Receipts Perform Administrative Tasks Such As Filing Updating Records And Logging Transactions Update The Salon S Inventory And Reordering Products Take Pictures And Videos Of The Spa S Services For Marketing Ensure All The Staff Follows The Service Time Requirements Fluent Written And Verbal Communication In English Proven Years Of Working Experience As A Receptionist Or In A Similar Role Proficiency In Microsoft Office Excellent Interpersonal And Communication Skills Strong Organizational And Time Management Skills Great Attention To Details And Accuracy Good Customer Service As Well As Marketing And Sales Skills Knowledge Of Taking Pictures And Videos For Services Persyaratan Minimum Mencari Kandidat Untuk Bekerja Pada Senin Pagi Siang Selasa Pagi Siang Rabu Pagi Siang Kamis Pagi Siang Jum At Pagi Siang Diperlukan Tahun Pengalaman Kerja Yang Relevan Untuk Posisi Ini Pelamar Harus Memiliki Ktp Tanggal Mulai Kerja March Gaji Yang Diinginkan Rp Per Bulan,https://www.jobstreet.co.id/id/job/74401066?type=standard&ref=search-standalone,not_written,not_written,not_written,74401066,HOSPITALITY,2024-03-13
store leader,Retail Orang Tua Group,Jakarta Barat,not_written,Ritel Produk Konsumen,Manajemen Toko,Not Written,4 hari yang lalu,Full time,Deskripsi Pekerjaan Memastikan Operasional Toko Berjalan Dengan Baikmelakukan Penjualan Sesuai Dengan Sop Bertanggung Jawab Terhadap Omset Dan Promosi Menjaga Kebersihan Toko Dan Area Sekitar Tokobertanggung Jawab Mengenai Stock Di Tokomengawasi Dan Membina Pekerjaan Karyawan Toko Kualifikasi Minimal Pendidikan Sma Smkrata Rata Nilai Un Berpengalaman Di Retailberpengalaman Minimal Tahun Sebagai Leaderwajib Vaksin Boosterwajib Memiliki Motor Dan Memiliki Sim Cbersedia Bekerja Shiftingdapat Berkomunikasi Dengan Baikpenempatan Di Mor Rest Area Km Dan Mor Cinere,https://www.jobstreet.co.id/id/job/74325077?type=standard&ref=search-standalone,not_written,not_written,not_written,74325077,RETAIL,2024-03-13
cost control,Pt Indocater,Jakarta Raya,not_written,Akuntansi,Akuntansi Biaya,Not Written,6 hari yang lalu,Full time,Qualificationminimum Bachelor Degree Of Engineering Or Accountinghaving Experience As Data Entry Or Data Analyst In Food Plantation Industry For Minimum Yearshaving Good Skill In Englishhaving Good Communication Skill And Strong Leadershipproficient With Microsoft Office Is A Must,https://www.jobstreet.co.id/id/job/74250532?type=standout&ref=search-standalone,not_written,not_written,not_written,74250532,Other,2024-03-13
english teacher guru bahasa inggris,Innovative Learning Center,Surabaya,not_written,Pendidikan Pelatihan,Lainnya,Do You Want To Have The Short Working Hours Job Join Us Do You Need The Comfortable Working Environment Join Us Do You Wish To Teach In Creative Ways Join Us,14 jam yang lalu,Full time,Requirements Has A College Degree S English Education Or S English Literatureage Range Years Oldenglish Proficiency In Oral And Written Is A Musthaving Passion In Teachingpatient Energetic High Motivation Good Teamworkworking Hour Monday To Friday At Sat We Provide Monthly Salary Not Hourly Basis Short Working Hoursfriendly And Dynamic Working Situationprofessional Development By Providing Trainings Continuouslyresponsibilities Plan Class Activitiesprepare And Conduct Class Activitieshelp The Students To Reach Their Progressfor More Info About Us Visit Our Website Lesinggris Com And Our Instagram Innovativelcif You Have A Proven Track Record In A Suitable Position You Can Offer The Qualities We Are Looking For And Want A Long And Stable Career Please Forward Your Cv Photo And Supporting Documents Our Office By Post Puri Surya Jaya H Sidoarjo Or Raya Babatan Pratama A Wiyung Surabaya,https://www.jobstreet.co.id/id/job/74398258?type=standout&ref=search-standalone,not_written,not_written,not_written,74398258,TRANSLATOR,2024-03-13
penjaga counter,Kancentro Cell,Yosowilangun,not_written,Ritel Produk Konsumen,Asisten Ritel,Not Written,15 jam yang lalu,Full time,Kualifikasi Batas Usia Thn Pendidikan Smk Sma Sederajat Punya Pengalaman Di Bidang Penjualan Jadi Nilai Plus Fresh Graduate Bisa Melamar Bersedia Di Training Berpenampilan Rapih Baik Dalam Berkomunikasi Jujur Ulet Bertanggungjawab Atas Pekerjaannya Bisa Bekerja Dalam Team Diutamakan Domisili Gresik Deskripsi Pekerjaan Menyambut Pelanggan Dgn Ramah Sopan Menjaga Merapikan Membersihkan Produk Jualannya Membantu Transaksi Pembayaran Melakukan Stock An Untuk Barang Jual Persyaratan Minimum Tersedia Jam Fleksibel Tidak Diperlukan Pengalaman Kerja Untuk Posisi Ini Pelamar Harus Memiliki Ktp,https://www.jobstreet.co.id/id/job/74399795?type=standard&ref=search-standalone,not_written,not_written,not_written,74399795,Other,2024-03-13
administrasi staff,Pt Indo Asia Bangun Pratama,Klampis,not_written,Administrasi Dukungan Perkantoran,Asisten Administratif,Not Written,5 hari yang lalu,Full time,Pengumpulan Pencatatan Serta Pelaporan Semua Jenis Laporan Data Yang Berkaitan Dengan Berjalannya Operasional Di Perusahaan Pengaturan Jadwal Dan Agenda Kantor Surat Menyurat Internal Dan Eksternal Membantu Divisi Lain Dalam Hal Administrasi Dan Pekerjaan Lainnya Memastikan Infrastruktur Dan Peralatan Kantor Tersedia Dengan Baik Persyaratan Minimum Tersedia Jam Fleksibel Tidak Diperlukan Pengalaman Kerja Untuk Posisi Ini Pelamar Harus Memiliki Ktp Tanggal Mulai Kerja March Gaji Yang Diinginkan Rp Rp Per Bulan,https://www.jobstreet.co.id/id/job/74295229?type=standard&ref=search-standalone,not_written,not_written,not_written,74295229,ADMINISTRATION,2024-03-13
area manager jawa timur,Not Written,Jawa Timur,not_written,Hospitaliti Pariwisata,Manajemen,Hybrid Workplace Career Progression Vouchers Benefit,1 hari yang lalu,Full time,Preferably Area Manager Specialized In Food Beverage Restaurant Service Or Equivalent Candidate Must Possess At Least Diploma In Food Beverage Services Management Hospitality Tourism Hotel Management Or Equivalent Years Of Retail Experience Managing Or More Stores Departments Or Units P L Inventory Operations And Customer Service Years Of Management Experience Leading A Team Of Or More Including Training And Coaching With Strong Leadership And Communication Skillsdemonstrate Strong Organizational Interpersonal And Problem Solving Skills,https://www.jobstreet.co.id/id/job/74381341?type=standout&ref=search-standalone,not_written,not_written,not_written,74381341,OPERATIONS,2024-03-13
customer service sosial media e commerce,Pt Vads Indonesia,Yogyakarta,not_written,Call Center Layanan Konsumen,Layanan Konsumen Call Center,Contact Center Live Chat Sosmed,5 hari yang lalu,Kontrak,Pt Vads Indonesia Bekerjasama Dengan E Commerce Ternama Di Indonesia Yang Sedang Membuka Lowongan Kerja Sebagai Berikut Customer Service Sosial Media E Commercekualifikasi Usia Maksimal Tahun Ditahun Ini Pendidikan D S Semua Jurusan Minimal Ipk Tidak Sedang Menempuh Pendidikan Lanjutanpengalaman Dibidang Contact Centermempunyai Sikap Dan Komitmen Dalam Bekerjamampu Bekerja Dibawah Tekanan Dan Dalam Lingkungan Yang Serba Cepatmahir Mengetik Dengan Cepat Dengan Kecepatan Wpm Akurasi Sistem Kerja Shifting Penempatan Yogyakarta,https://www.jobstreet.co.id/id/job/74265121?type=standout&ref=search-standalone,not_written,not_written,not_written,74265121,CUSTOMER SERVICE,2024-03-13
gudang,Agen Depot Supplier Bahan Minuman,Cibadak,not_written,Ritel Produk Konsumen,Asisten Ritel,Not Written,1 hari yang lalu,Full time,Tanggungjawab Pekerjaan Terbiasa Dengan Bongkar Muat Barang Dapat Membantu Produksi Barang Persyaratan Karyawan Bagian Gudang Terbiasa Angkat Berat Dan Pekerja Keras Disediakan Mess Dan Tidur Di Mess Rajin Jujur Inisiatif Dan Teliti Domisili Area Bandung Dan Sekitarnya Mampu Bekerja Sama Dalam Team Maupun Individu Mampu Bekerja Dibawah Tekanan Niat Bekerja Usia Max Thn Persyaratan Minimum Tersedia Jam Fleksibel Diperlukan Tahun Pengalaman Kerja Yang Relevan Untuk Posisi Ini Kartu Izin Tinggal Dapat Diberikan Untuk Posisi Ini,https://www.jobstreet.co.id/id/job/74400295?type=standard&ref=search-standalone,not_written,not_written,not_written,74400295,OPERATIONS,2024-03-13
staff admin,Pt Hokinda Citralestari,Medan,not_written,Administrasi Dukungan Perkantoran,Asisten Administratif,Not Written,6 hari yang lalu,Full time,Melakukan Penginputan Data Yang Akurat Dan Tepat Waktumemastikan Pelaporan Yang Akurat Dan Tepat Waktumengupdate Mengarsip Dan Memastikan Semua Catatan Dan Dokumen Mudah Diambil Teridentifikasi Dan Tersimpan Dilokasi Yang Amanmemastikan Keabsahan Dokumen Catatan Yang Sedang Digunakanpersyaratan Minimal Sma D S Semua Jurusanmenyukai Pekerjaan Administrasibenefit Tunjangan Makan Transportbpjsbonus Performancetrainingjenjang Karir,https://www.jobstreet.co.id/id/job/73546787?type=standard&ref=search-standalone,not_written,not_written,not_written,73546787,ADMINISTRATION,2024-03-13
field sales manager,Not Written,Kudus,6250000.0,Penjualan,Perwakilan Konsultan Penjualan,Not Written,17 jam yang lalu,Full time,Qualifications Experiencememiliki Minimal Tahun Pengalaman Sebagai Field Promotor Dan Satu Tahun Sebagai Field Sales Manager Agronomist Di Industri Pestisida Menguasai Area Yang Di Tentukan Dan Memiliki Hubungan Akses Yang Baik Ke Saluran Distribusiusia Maksimal Tahuntasks Responsibilitiesbertanggung Jawab Untuk Membentuk Tim Promosi Serta Melakukan Pengawasan Kinerja Tim Tersebut Dalam Melakukan Kegiatan Promosi Agar Sesuai Dengan Sop Perusahaanmelakukan Pengembangan Produk Baru Di Wilayah Yang Meliputi Penunjukan Distributor Dan Pelaksanaan Kegiatan Product Launching Expo Maupun Promosi Lainnyabertanggung Jawab Atas Pencapaian Angka Sales Target Di Wilayah Yang Di Tentukan Secara Bulananmembuat Laporan Kegiatan Dan Progress Pencapaian Penjualan Setiap Minggu Kepada Supervisorbenefitskendaraan Roda Empatasuransi Kesehatanmemiliki Kesempatan Berkarir Yang Luas,https://www.jobstreet.co.id/id/job/74396957?type=standard&ref=search-standalone,month,not_written,IDR,74396957,SALES & MARKETING,2024-03-13
staff admin,Pt Grand Pasific Pratama,Madiun,not_written,Administrasi Dukungan Perkantoran,Asisten Administratif,Not Written,3 hari yang lalu,Full time,Melakukan Input Dan Olah Data Penjualan Serta Memastikan Semua Proses Administrasi Berjalan Dengan Lancar Selain Itu Memastikan Aplikasi Penjualan Berjalan Dengan Lancar Untuk Posisi Ini Akan Menghandle Prodak Yaitu Heinz Abc Dan Mamamia Popok Persyaratan Minimum Tersedia Jam Fleksibel Diperlukan Tahun Pengalaman Kerja Yang Relevan Untuk Posisi Ini Pelamar Harus Memiliki Ktp Tanggal Mulai Kerja March Gaji Yang Diinginkan Rp Per Bulan,https://www.jobstreet.co.id/id/job/74342953?type=standard&ref=search-standalone,not_written,not_written,not_written,74342953,ADMINISTRATION,2024-03-13
customer service online,Property Id Surabaya,Kepung,not_written,Call Center Layanan Konsumen,Layanan Konsumen Call Center,Not Written,2 hari yang lalu,Paruh waktu,Job Desk Membalas Chat Via Whatsapp Respon Klien Yang Hendak Membangun Renovasi Rumah Property Lainnya Syarat Sma Smk Ma Domisili Jawa Bali Hp Minim Ram Komunikasi Baik Fast Respon Balas Chat Sistem Kerja Sistem Kerja Di Property Full Online Jadi Ini Bisa Dipakai Untuk Pekerjaan Fulltime Atau Part Time Namun Bukan Sometime Yajadi Kami Membutuhkan Kandidat Yang Memiliki Komitmen Di Dalamnya Persyaratan Minimum Mencari Kandidat Untuk Bekerja Pada Senin Pagi Siang Sore Selasa Pagi Siang Sore Rabu Pagi Siang Sore Kamis Pagi Siang Sore Jum At Pagi Siang Sore Sabtu Pagi Siang Sore Minggu Pagi Siang Sore Tidak Diperlukan Pengalaman Kerja Untuk Posisi Ini Pelamar Harus Memiliki Ktp Tanggal Mulai Kerja April Gaji Yang Diinginkan Rp Rp Per Bulan,https://www.jobstreet.co.id/id/job/74349642?type=standard&ref=search-standalone,not_written,not_written,not_written,74349642,CUSTOMER SERVICE,2024-03-13
test services business unit head,Pt Trusur Unggul Teknusa,Jakarta Timur,not_written,Sains Teknologi,Jasa Laboratorium Teknis,Employee Family Gathering Career Growth Supportive Working Environment,2 hari yang lalu,Full time,Kualifikasi Usia Min Tahun Pendidikan S Segala Jurusan S Management Business Science Teknik Lebih Diutamakan Berpengalaman Di Bidang Yang Relevan Min Tahun Berpengalaman Min Tahun Dalam Bertanggung Jawab Terhadap Profit And Loss P L Mempunyai Leadership Yang Kuat Mampu Berkomunikasi Dengan Baik Jujur Ulet Disiplin Serta Bertanggung Jawab Bersedia Dinas Ke Luar Kota Penempatan Di Jakarta Timurjobdesc Mengatur Dan Mengkoordinasikan Seluruh Operasional Dalam Business Unit Mengatur Dan Mengkoordinasikan Seluruh Sales Dalam Business Unit Memastikan Target Business Unit Tercapai Baik Dari Segi Operation Sales Dan Profit And Loss P L Membantu Cmoo Menyusun Dan Melaksanakan Strategi Untuk Mencapai Target Yang Ditetapkan Bertanggung Jawab Atas K Selama Proses Kalibrasi Dan Atau Perbaikan Service,https://www.jobstreet.co.id/id/job/74348777?type=standout&ref=search-standalone,not_written,not_written,not_written,74348777,IT,2024-03-13
sales force,Pt United Motors Centre Umc,Gayungan,not_written,Penjualan,Pengembangan Bisnis Baru,Not Written,15 jam yang lalu,Full time,Usia Maks Tahun Pendidikan Minimal Sma Berpengalaman Dibidang Sales Lebih Diutamakan Dari Otomotif Target Oriented Dan High Achiever Disiplin Dan Dapat Bekerja Dibawah Tekanan Penempatan Seluruh Cabang Jawa Timur Persyaratan Minimum Mencari Kandidat Untuk Bekerja Pada Senin Pagi Selasa Pagi Rabu Pagi Kamis Pagi Jum At Pagi Tidak Diperlukan Pengalaman Kerja Untuk Posisi Ini Pelamar Harus Memiliki Ktp Tanggal Mulai Kerja April Gaji Yang Diinginkan Rp Per Bulan,https://www.jobstreet.co.id/id/job/74399768?type=standard&ref=search-standalone,not_written,not_written,not_written,74399768,SALES & MARKETING,2024-03-13
campus administrator,Dyatmika School,Denpasar Timur,3500000.0,Administrasi Dukungan Perkantoran,Manajemen Perkantoran,Retirement Program Accident Insurance Bpjs Ketenagakerjaan Bpjs Kesehatan Health Benefits Transport Allowance,5 hari yang lalu,Full time,Wonderful Opportunity For Campus Administrator Dyatmika Is A Supportive School Community With A Collegial Feel A Positive Parent Body Students Who Want To Learn And Achieve A High Standard We Are Seeking To Employ A Campus Administrator Office Hours Monday Friday With A Competitive Salary And Benefits Package We Ask That You Have At Least A Bachelor S Degree Or Equivalent From Various Disciplines Majoring In Engineering Is Preferredproficient In English Both Spoken And Writtenproficient In Microsoft Office Word Excel Powerpoint And Internet Familiarity With Using Autocad D And Photoshop Programs Is Preferred Have A Minimum Of Three Years Of Experience In The Same Fieldhave Integrity Loyal And Honestenthusiastic Passionate And Innovativehighly Motivated Hard Working Quick To Adaptwork In An Organized Professional Way Additional Selection Criteria Include Strong Leadership And Administration Skillsable To Work In A Team Or Independently In A Multi Cultural Work Atmospherehave Empathy Can Work Across Departmentsable To Work Well And Stay Focused Under Heavy Workloads To Meet Certain Deadlineshave Responsible Two Way Communication Skills Position Summarysupport The Duties And Responsibilities Of Campus Administration In Technical And Administrative Matters Archiving Documentation And Inventory In All Field Tasks So As To Provide The Highest Quality And Complete Confidentiality Of His Or Her Work Please Visit Our Website To Learn More About Dyatmika Schoolto Apply Please Send To Email Protected A Cv Include A Recent Photo A Scan Of Education Certificates And Referencesa Letter Of Application Maximum Of Page About Why You Would Like To Work At Dyatmika And What You Can Offer Our Schoolapplications Close On March Short Listed Candidates Will Be Contacted For An Interview,https://www.jobstreet.co.id/id/job/74274120?type=standout&ref=search-standalone,month,not_written,IDR,74274120,ADMINISTRATION,2024-03-13
digital marketing,Registry Fine Collection,Sidoarjo,not_written,Pemasaran Komunikasi,Pemasaran Digital Pencarian,Not Written,4 hari yang lalu,Full time,Tanggung Jawab Pekerjaan Mempromosikan Dan Menawarkan Produk Furniture Menghandle Customer Saat Visit Showroom Menjelaskan Detail Produk Kepada Customer Via Whatsapp Tatap Muka Membuat Penawaran Hingga Invoice Kepada Customer Memantau Memilih Item Untuk Kebutuhan Posting Di Sosial Media Mengerti Administrasi Penjualan Dan Membuat Report Marketing Kualifikasi Usia Th Berpenampilan Baik Menampilkan Gambar Diri Mencantumkan Akun Sosial Media Pendidikan D S Semua Jurusan Menguasai Microsoft Office Dapat Bekerjasama Dalam Tim Bisa Menggunakan Instagram Facebook Untuk Akun Bisnis Menguasai Bahasa Inggris Lebih Diutamakan Memiliki Pengalaman Di Bidang Furniture Lebih Diutamakan,https://www.jobstreet.co.id/id/job/74322190?type=standout&ref=search-standalone,not_written,not_written,not_written,74322190,SALES & MARKETING,2024-03-13
medical sales representatif farmasi blitar surabaya madura banyuwangi lombok,Pt Erela,Malang,not_written,Ritel Produk Konsumen,Asisten Ritel,Not Written,23 jam yang lalu,Full time,Menguasai Product Knowledge Produk Yang Dibawanya Menjalin Hubungan Yang Sangat Baik Dengan Customermelakukan Survey Customerbertanggung Jawab Atas Anak Buah Yang Ada Pada Wilayahnyakualifikasi Pendidikan Minimal S Memiliki Sim C Mempunyai Motor Sendiripengalaman Farmasi Ethicalbisa Mengoperasikan Ms Officemempunyai Hp Android Untuk Aplikasi Kunjunganpenempatan Blitar Surabaya Madura Banyuwangi Lombokpelamar Dari Domisili Setempat Lebih Diprioritaskan,https://www.jobstreet.co.id/id/job/73683212?type=standard&ref=search-standalone,not_written,not_written,not_written,73683212,SALES & MARKETING,2024-03-13
data entry,Cv Liga Utama,Modung,not_written,Administrasi Dukungan Perkantoran,Entri Data Pengolahan Kata,Not Written,5 hari yang lalu,Full time,Deskripsi Pekerjaan Data Entry Adalah Sebagai Berikut Mempersiapkan Dan Mengatur Dokumen Sebelum Memasukkan Data Ke Dalam Komputer Memasukkan Data Ke Dalam Database Perusahaan Memeeriksa Dan Memverifikasi Keakuratan Informasi Yang Dimasukkan Ke Dalam Database Membuat Perubahan Pada Informasi Yang Tidak Lengkap Mencadangkan Data Sebagai Bagian Dari Rencana Kontigensi Persyaratan Minimum Tersedia Jam Fleksibel Tidak Diperlukan Pengalaman Kerja Untuk Posisi Ini Pelamar Harus Memiliki Ktp Tanggal Mulai Kerja March Gaji Yang Diinginkan Rp Per Bulan,https://www.jobstreet.co.id/id/job/74295414?type=standard&ref=search-standalone,not_written,not_written,not_written,74295414,DATA,2024-03-13
fitness consultant,World Fit Gym Indonesia Sebagai Rekruter World Fit Indonesia,Yogyakarta,not_written,Call Center Layanan Konsumen,Penjualan Outbound,Not Written,15 jam yang lalu,Full time,Pendidikan Sma Sederajat Penyuka Fitness Olahraga Berkomitmen Mencapai Target Yang Telah Ditentukan Kreatif Di Bidang Pemasaran Mampu Menggunakan Media Sosial Untuk Pemasaran Memastikan Member Mendapat Pelayanan Yang Terbaik Memiliki Pribadi Yang Menarik Dan Menyenangkan Memiliki Pengalaman Di Fitness Industry Lebih Dipertimbangkan Persyaratan Minimum Tersedia Jam Fleksibel Diperlukan Tahun Pengalaman Kerja Yang Relevan Untuk Posisi Ini Pelamar Harus Memiliki Ktp Tanggal Mulai Kerja April Gaji Yang Diinginkan Rp Rp Per Bulan,https://www.jobstreet.co.id/id/job/74399762?type=standard&ref=search-standalone,not_written,not_written,not_written,74399762,IT,2024-03-13
admin purchasing,Pt Central Mega Kencana,Jakarta Selatan,not_written,Manufaktur Transportasi Logistik,Pembelian Pengadaan Inventaris,Not Written,5 hari yang lalu,Full time,Responsibilities Conduct End To End Purchasing Administration Including Documenting Various Forms Of Invoices Purchase Orders Work Orders Making Purchasing Reports Ordering Goods And Negotiating With Suppliers Etc Requirements Bachelor S Degree From Any Majorhaving At Least Year Experience In Purchasing Administration Mandatory Excellent In Excel Formulas And Pivot Tablesexperienced With Sap Programsorganized Detail Oriented And Data Orientedexcellent In Communication Negotiation And Teamwork Can Join Immediately Is A Plus,https://www.jobstreet.co.id/id/job/74270717?type=standard&ref=search-standalone,not_written,not_written,not_written,74270717,ADMINISTRATION,2024-03-13
crew outlet,My Crispy Chicken Manukan,Tandes,not_written,Hospitaliti Pariwisata,Pelayan,Not Written,1 hari yang lalu,Full time,Tugas Dan Tanggung Jawab Membantu Operasional Outlet Toko Kualifikasi Pelamar Komunikatif Dan Bertaanggung Jawab Terhadap Pekerjaan Berpengalaman Lebih Diutamakan Bisa Bekerja Secara Tim Jujur Pendidikan Minimal Sma Smk Persyaratan Minimum Tersedia Jam Fleksibel Pelamar Harus Mempunyai Ktp Domisili Surabaya Persyaratan Minimum Tersedia Jam Fleksibel Tidak Diperlukan Pengalaman Kerja Untuk Posisi Ini Pelamar Harus Memiliki Ktp,https://www.jobstreet.co.id/id/job/74400020?type=standard&ref=search-standalone,not_written,not_written,not_written,74400020,Other,2024-03-13
pengawas proyek,Pt Artha Adipersada,Surabaya,not_written,Konstruksi,Mandor Supervisor,Not Written,4 hari yang lalu,Full time,Tugas Tanggung Jawab Melakukan Pengawasan Atas Pekerjaan Kontraktormerencanakan Target Pekerjaan Harian Mingguan Dan Bulananmelakukan Koordinasi Dengan Kontraktormelaksanakan Check List Dan Inspeksi Rutinmenjalankan Sistem Pengawasan Proyek Sesuai Prosedurmenyelenggarakan Meeting Koordinasi Rutin Lapanganmengatur Sumber Daya Proyek Sesuai Prosedur Kriteriapendidikan D S Teknik Sipilmemiliki Pengelaman Kerja Minimal Tahun Sebagai Sm Atau Minimal Tahun Sebagai Spv Proyek Di Kontraktormampu Membaca Gambar Dan Mengitung Volume Serta Progress Pekerjaanterbiasa Membuat Rencana Kerja Harian Mingguanmemahami Pek M E Plokasi Proyek Di Luar Kota Surabaya Di Luar Pulau Jawa,https://www.jobstreet.co.id/id/job/74315373?type=standard&ref=search-standalone,not_written,not_written,not_written,74315373,Other,2024-03-13
personal assistant,Pt Yihfull Footwear Indonesia,Semarang,not_written,Administrasi Dukungan Perkantoran,Asisten Pribadi Asisten Eksekutif Sekretarial,Career Path Development Opportunities Training,4 hari yang lalu,Full time,Job Description Manage And Oversee The Entire Process Including Planning Scheduling Develop Project Plans Including Scope Objectives And Deliverables And Monitor Progress Throughout The Project Communicate With All Departmentsinternal Auditanalyzes Schedule Progress And Performance And Identifies Developing Problem Areas Project Daily Weekly Monthly Progress Reporting Qualifications Bachelor S Degreemanagement Knowledge Planning Executing Strictly Following Orders Etc Have Knowledge Related To Compliance In Manufacturingproficiency In Using Office Software Such As Microsoft Office Suiteability To Prioritize Tasks Multitask And Meet Deadlines In A Fast Paced Environment Strong Interpersonal Skills And The Ability To Work Effectively In A Team Discretion And Confidentiality When Handling Sensitive Information Fluent In English And Fluent Chinese Preferred,https://www.jobstreet.co.id/id/job/74326498?type=standout&ref=search-standalone,not_written,not_written,not_written,74326498,ADMINISTRATION,2024-03-13
sales laundry,Mbok Laundry By Lokal Group,Setiabudi,not_written,Hospitaliti Pariwisata,Pelayan,Not Written,15 jam yang lalu,Full time,Tanggung Jawab Melakukan Salesing Laundry Ada Target Kpi Bulanan Membantu Operasional Laundry Apabila Dibutuhkan Dapat Bekerja Secara Team Kualifikasi Usia Maksimal Tahun Mampu Mengendarai Motor Dan Memiliki Sim C Aktif Dapat Berbicara Sopan Kepada Customer Persyaratan Minimum Mencari Kandidat Untuk Bekerja Pada Senin Pagi Siang Sore Selasa Pagi Siang Sore Rabu Pagi Siang Sore Kamis Pagi Siang Sore Jum At Pagi Siang Sore Sabtu Pagi Siang Sore Minggu Pagi Siang Sore Diperlukan Tahun Pengalaman Kerja Yang Relevan Untuk Posisi Ini Pelamar Harus Memiliki Ktp,https://www.jobstreet.co.id/id/job/74399888?type=standard&ref=search-standalone,not_written,not_written,not_written,74399888,SALES & MARKETING,2024-03-13
operator produksi,Pt Sygma Exa Grafika,Babakan,not_written,Manufaktur Transportasi Logistik,Pergudangan Penyimpanan Distribusi,Not Written,4 hari yang lalu,Full time,Tanggung Jawab Pekerjaan Memberikan Respon Terhadap Apa Yang Diminta Oleh Customer Menjawab Pertanyaan Yang Diajukan Customer Kepada Kita Prioritas Utama Adalah Untuk Pelanggan Dapat Memberikan Informasi Yang Bermanfaat Kepada Pelanggan Mengerti Memahami Dan Dapat Menggunakan Peralatan Penunjang Kerja Persyaratan Pekerjaan Terampil Dan Cekatan Komunikatif Teliti Jujur Disiplin Berdomisili Di Bandung Persyaratan Minimum Tersedia Jam Fleksibel Tidak Diperlukan Pengalaman Kerja Untuk Posisi Ini Pelamar Harus Memiliki Ktp Tanggal Mulai Kerja March,https://www.jobstreet.co.id/id/job/74335025?type=standard&ref=search-standalone,not_written,not_written,not_written,74335025,MANUFACTURING,2024-03-13
waiters waitresses,Bisou Patisserie,Cidadap,not_written,Hospitaliti Pariwisata,Pelayan,Not Written,15 jam yang lalu,Full time,Usia Maks Tahun Memiliki Pengalaman Kerja Di Bidang Yang Sama Minimal Tahun Memiliki Kemampuan Komunikasi Yang Baik Termasuk Untuk Berbicara Dengan Jelas Dan Sopan Ramah Terhadap Pelanggan Memiliki Kemampuan Multitasking Bisa Bekerja Dengan Cepat Bisa Bekerja Secara Individu Maupun Team Mampu Beradaptasi Dengan Lingkungan Persyaratan Minimum Tersedia Jam Fleksibel Diperlukan Tahun Pengalaman Kerja Yang Relevan Untuk Posisi Ini Pelamar Harus Memiliki Ktp,https://www.jobstreet.co.id/id/job/74399673?type=standard&ref=search-standalone,not_written,not_written,not_written,74399673,IT,2024-03-13
