Job Title,Company Name,Location,Salary,Job Classification,Job Sub Classification,Facility,Posted Date,Job Type,Job Description,More Detail,Job ID
Magento Developer,PT DAnS Multi Pro,Kebayoran Lama,,Teknologi Informasi & Komunikasi,Teknik – Perangkat Lunak,,2024-04-26,Full time,"Job Description:

Develop and Maintain Magento 2.x sites
Develop Magento modules (such as extensions for Payment Methods, Shipping, etc) in PHP using best practices
Write Code following coding standards and OOP Modeling
Design themes and interfaces
Develop REST and GraphQL APIs
Troubleshoot integration issues.
Analyze, debug, test and improve existing extensions.
Optimize code, database, cronjob, cache and search performance.

Minimum Qualifications:

Bachelor Degree in Computer Science / Information Technology or related major from reputable university
Hold Adobe Certified Professional – Magento or Adobe Certified Expert – Magento or Adobe Certified Master – Magento
Experience working in eCommerce Frameworks – Magento, OpenCart etc.
Proficient understanding of eCommerce processes and best practices
Proficient understanding of Magento, JavaScript, HTML, PHP, CSS, and MySQL.
Having experience with complete eCommerce lifecycle development.
Good Understanding of modern UI/UX trends.
Good Knowledge of Google Tag Manager, SEO, Google Analytics, PPC, and A/B Testing.
Good knowledge of Adobe Photoshop and Adobe Illustrator.

This opening is available until December 2022.",https://www.jobstreet.co.id/id/job/74173176?type=standard&ref=search-standalone,74173176
Fullstack Developer - BANK,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Jakarta Raya,,Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-26,Kontrak,"Job description & requirementsRequirements :
- Pengalaman minimal 2 tahun
- Bisa coding
 -Java (Springboot & Android)
 - Javascript/Typescript (React JS)
 - Unit Testing
 - SQL Query
Skills
Java
Javascript Frameworks
Javascript
Unit Testing
SQL Server
SQL
MySQL
Spring

CultureSIGMATECH is collaborative, progressive, energetic, innovative and open.
SIGMATECH has established itself as the trusted partner for use in mission-critical applications and service clientele from SME to 500 Fortune company.
Benefits and perks of working with us include:
Compensation: Competitive salariesLifestyle: Casual dress codeProgression: Professional development (Webinars & Prime Class)Welfare: BPJS, Private Insurance, Transport Allowance
About the company",https://www.jobstreet.co.id/id/job/74282736?type=standard&ref=search-standalone,74282736
Fullstack Developer (Placement in Philippines) (SkyTech Solutions Inc),Dealls,Jakarta Raya,,Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-27,Full time,"Job description & requirements🙌🏻 About Us
SkyTech Solutions Inc. is a pioneering Software Development & Technology Solution Company excavating the best use of Information & Technology practices to develop and implement industry specific software and technology products & solutions. 
💰Salary
Very competitive
👑 Job Role

Participate in the entire application lifecycle, focusing on coding and debugging
Write clean code to develop functional web applications
Troubleshoot and debug applications
Perform UI tests to optimize performance
Manage cutting-edge technologies to improve legacy applications
Collaborate with Front-end developers to integrate user-facing elements with server-side logic
Gather and address technical and design requirements
Provide training and support to internal teams
Build reusable code and libraries for future use
Liaise with developers, designers and system administrators to identify new features
Follow emerging technologies
Compile and analyze data, processes, and codes to troubleshoot problems and identify areas for improvement
Collaborating with the front-end developers and other team members to establish objectives and design more functional, cohesive codes to enhance the user experience
Developing ideas for new programs, products, or features by monitoring industry developments and trends
Recording data and reporting it to proper parties, such as clients or leadership
Participating in continuing education and training to remain current on best practices, learn new programming languages, and better assist other team members
Build scalable and robust APIs and system
Build reusable code and libraries for future use
Optimize code and application for maximum speed and scalability
Ensure stability and performance of the system
Implement security and data protection
Identify and fix bottlenecks and bugs on our system

⛩️ Requirements

Have a Bachelor Degree in Computer Science, Information Technology or related subject
Have a minimum 3-4 years of experience / Fresh graduates may apply
Proficiency in NodeJs, Angular
Proficiency in Java Spring, C# .Net
Proficiency in REST API
Proficiency in code version tools, such as Git
Strong attention to detail, analytical and problem solving skill
Experienced working in teams
Good communication and interpersonal skill
Experience in Database such as MySQL, RabbitMq, Redis
Strong understanding of the web development cycle and programming techniques and tools
Focus on efficiency, user experience, and process improvement
Excellent project and time management skills
Strong problem solving and verbal and written communication skills
Ability to work independently or with a group

🎁 Perks

Competitive Salary
Free Food / Snacks
Free Lunch
Transportation

Skills
Full-stack Web Development
REST APIs
SQL Server

CultureCheck out more here - https://talent.usedeall.com/
About the companyDeall is a curated job portal, where only the talents we have curated can apply to vacancies.",https://www.jobstreet.co.id/id/job/74909584?type=standard&ref=search-standalone,74909584
Fullstack Developer,PT Indocyber Global Teknologi,Jakarta Raya,,Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-26,Kontrak,"Job description & requirementsResponsibilities:

Full-Stack Web application development of a new solution and maintenance.
Participate in the complete software development life cycle.
Prepares uses cases of flowcharts and diagrams to illustrate the sequence of steps the program must follow to describe logical operations involved.
Plans, analyses, and develops programs according to specifications, applying knowledge of programming techniques and methodologies.
Prepare test data and do testing thoroughly to validate completeness and accuracy.
Prepare development documentation (Functional, Program, User Specification).
Maintain current knowledge of standard programming languages, coding methods, and operational requirements.
Perform installation and deployment of the system.
Perform troubleshooting and root cause analysis to fix issues.
Support Financial/Banking applications.

Requirements:

The candidate must possess at least Bachelor's Degree in Computer Science/Information Technology or equivalent.
Understanding about basic web development: HTML5, CSS, JavaScript, NodeJs, ReactJS, VueJS, ExpressJS, NestJs, NextJS, PHP, Golang, Ajax, Jquery, 
System: JAVA Spring framework, NET framework
Understanding of DB SQL: using R-DB experience (We are using SQL Server, Oracle, PostgresSQL DB).
Candidate must be able to work in a fast-paced environment.
Candidate must be able to work under pressure.
Candidate must possess good interpersonal skill and communication skills.
Maintain a good attitude, positive behaviour, and integrity.
Excellent analytical skills, Self-motivated, resourceful, and creative problem solver.
Willing to WFO (ONSITE Mandatory)

Skills
Javascript Frameworks
React.js
Vue.js
Spring
.NET
ASP.NET
SQL Server
SQL
PostgreSQL
NoSQL
MySQL
HTML+CSS
Node.js

Culture
At Indocyber Global Teknologi, we are adaptable, balanced, energetic, innovative and passionate.
Benefits and perks of working with us include:
Compensation: Bonuses, Competitive salaries, Transportation reimbursementFamily benefits: Paid maternity / paternity leaveLifestyle: Company outingsProgression: Professional developmentWelfare: Gym membership, Health insurance",https://www.jobstreet.co.id/id/job/74743815?type=standard&ref=search-standalone,74743815
Fullstack Developer,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Jakarta Raya,,Teknologi Informasi & Komunikasi,Teknik – Perangkat Lunak,,2024-04-26,Full time,"Job description & requirements
At least 3 year of experience in building large-scale software applications
Experience in building web applications
Knowledge of Java Skills
Excellent debugging and optimization skills

Skills
Java
Full-stack Web Development
Web Applications

CultureSIGMATECH is collaborative, progressive, energetic, innovative and open.
SIGMATECH has established itself as the trusted partner for use in mission-critical applications and service clientele from SME to 500 Fortune company.
Benefits and perks of working with us include:
Compensation: Competitive salariesLifestyle: Casual dress codeProgression: Professional development (Webinars & Prime Class)Welfare: BPJS, Private Insurance, Transport Allowance
About the company",https://www.jobstreet.co.id/id/job/74675507?type=standard&ref=search-standalone,74675507
Full Stack Developer (Temporary) (Asuransi MSIG Indonesia),Dealls,Jakarta Raya,,Teknologi Informasi & Komunikasi,Analis Bisnis/Sistem,,2024-04-26,Kontrak,"Job description & requirements🙌🏻 About Us
Combining global and local best practices, the core subsidiaries and affiliates of MSIG Holdings (Asia) Pte. Ltd. across ASEAN and Hong Kong (""MSIG""​) have been providing general insurance solutions for more than 100 years. As an established leading insurer with a long-term perspective, MSIG aims to offer insurance solutions that are effective, efficient and simple to understand; delivered with active and sincere service. Across the region, our 3,500 employees go above and beyond to add value to the business and lifestyle of our customers and inspire confidence in them.
MSIG is backed by the solid foundation and rich heritage of Mitsui Sumitomo Insurance Company, Limited, an established insurer that has received strong financial ratings from leading rating agencies, including Standard & Poor's and Moody's. Today MSIG is one of the few foreign-based general insurers to have representation in every ASEAN country, a testament to its strength and reach. MSIG also benefits from being a member of MS&AD Insurance Group - one of the largest general insurance groups in the world.
Leveraging on the multi-channel distribution, strong partnerships with intermediaries and extensive geographical network, MSIG offers a wide range of insurance solutions across personal and commercial lines. MSIG builds and nurtures enduring relationships, forging close partnerships, through good times and bad.
💰Salary
Very competitive
👑 Job Role

Develop Applications in Web based and API
Support Maintenance Current Applications
Support and resolve System and Sub System problems within IT scope

⛩️ Requirements

Bachelor's Degree in Computer Science, Engineering or equivalent
Required skills: Laravel, Next.jx, mySQL, SQL Server, Gitlab, Figma
Proven work experience in the same position and/or using the same framework for at least 1 year
Experienced in insurance/financial non-banking industry is a plus
Good command in English, both written and spoken
Able to join immediately (as soon as possible)
This position will be contracted for 1 year under outsource

🎁 Perks

Company Outings
Team Building Activity
Competitive Salary
Medical Insurance
THR / Bonus system

Skills
Full-stack Web Development
Business Development & Partnerships
Business Development

CultureCheck out more here - https://talent.usedeall.com/
About the companyDeall is a curated job portal, where only the talents we have curated can apply to vacancies.",https://www.jobstreet.co.id/id/job/74675547?type=standard&ref=search-standalone,74675547
"Senior/Staff Front End Engineer, Custom Commerce",Coda Payments Pte Ltd,Jakarta Raya,,Teknologi Informasi & Komunikasi,Teknik – Perangkat Lunak,,2024-04-26,Full time,"What we do
At Coda, we break down barriers between publishers and their audiences by thinking outside of the app. Coda is trusted by 300+ top digital content publishers  – including industry giants Activision Blizzard, Bigo, Electronic Arts, Riot Games, and Zynga – to grow revenue, profit margins, and customer engagement in 60+ markets with ease. For publishers, this means less lift, more players and more payers. For players, Coda’s solutions allow them to pay for play their way.
Our winning formula? A laser-focused, pragmatic attitude coupled with an unwavering commitment to excellence. We are customer-centric, creative, and solution-oriented, always delivering to our users the top-tier entertainment content they want at competitive prices.
If you’re ambitious, bold and ready to take your career to the next level, get in touch!
Engineering - Technology at Coda 
At Coda, our goal is to make our mark in the high-volume payments and e-commerce industry – and we are levelling up fast. To stay in stride with the dynamic environment, we focus on building robust, distributed systems that can effortlessly handle traffic spikes. Moreover, our ambitious roadmap necessitates innovative tools to streamline the development lifecycle and sustain our swift momentum.
We place great value on balancing teamwork with individual autonomy, allowing our teams to make the most of modern cloud infrastructure. Our tech stack is solidly based on AWS cloud, with a keen interest in infrastructure-as-code and the creation of new microservices via the Quarkus framework. Our toolbox includes JSON and GRPC, multiple data storage integrations, queues, OpenTelemetry, and more.
But what truly defines us? It's our incredible team. We hire top talent and give them the freedom to push Coda's technology and products to exciting new levels. We believe that genius can strike anywhere, so we promote ownership and cultivate a servant leadership culture that lets engineers take the reins on features.
About the role
We are looking for a proactive, driven engineer who is hungry to contribute using their deep and fundamental knowledge in software development and automation. You will be responsible for the architecture, development, and evolution of key products and features at Coda. 
About the Codashop Team
The Codashop Team owns our b2c e-commerce marketplace for in-app purchases. Codashop.com allows tens of millions of users each month to benefit from our direct relationships with publishers and payment channels. We currently operate in over 60 countries and growing. Our aim is to always provide the best value, delightful user experiences, and a highly secure platform for accessing the best digital content globally. We need engineers who want to collaborate on complex problems in an exciting and growing space. 



Responsibilities

Develop features using modern front end technologies
Collaborate with back end developers and contribute to API development when necessary
Work directly Product and Technology team members to define features
Collaborate with other team members to learn and share best practices
Understand and constantly optimize our products, identifying and fixing problems, improving stability and user experience
Take operational responsibility for the services that are owned by your team
Debug production issues across services
Participate in on-call rotations as needed (we support a healthy work/life balance, so we invest in minimizing out-of-office interruptions and we use rotations to minimize on-call days)



Requirements

At least 5+ years of experience in software development
A bachelor’s degree in computer science, engineering, mathematics, or a related field (or equivalent experience)
Expert front end development skills (JavaScript, TypeScript, and modern frameworks like VueJS, React, etc.)
Knowledge and practical experience in one or more back end programming languages (Java, Scala, Kotlin, Groovy, Go, C/C++, Rust, Python, C#, etc.) and the ability to learn new programming languages quickly
Strong understanding of software architecture
Understanding of data systems and how to query/interact with them (RDBMS, NoSQL, Queues, etc.)
A desire to build automation into everything you do, including implementing state of the art CI/CD practices and test automation
Understanding of agile methodologies (e.g. Scrum)
Good command of the English language and the ability to communicate effectively



Strong knowledge of Vue.js
Experience in FinTech or related fields requiring strong security discipline


Working at Coda
Joining the Coda team means diving into a fast-paced, challenging, and exciting world. With Codans spread across over 30 countries around the world, our highly collaborative environment breaks down time zones and cultural barriers, empowering you to chase innovative ideas, contribute to Coda’s growth, and make a lasting impact. 
If you have a passion for pushing boundaries, and thrive on continuous improvement through experimentation, we'd love to hear from you!
Our Perks*

WFH Support: Get a monthly allowance to cover your work-from-home expenses and keep you connected.

Wellness Boost: Stay healthy with resources for physical and mental well-being with our flexible benefits and Employee Assistance Program - because you matter!

Customized Benefits: Tailor your benefits with our flexible plan.

Growth Opportunities: Unlock your potential through clear progression paths.

Skill Development: Access training resources to fuel your personal and professional growth.

Volunteer Time Off: Enjoy paid time off to make a difference in the world through volunteering.

Family Care: Take advantage of paid Family Care Leave to bond with your family, while our selected Flexible Benefits also cater to your family's needs.
*Benefits are reviewed and updated on a yearly basis
We are proud to be an equal opportunity employer, embracing the unique qualities of every individual, regardless of gender, race, age, religion, disability, or other local protected classes. Our goal is to foster an inclusive environment where everyone feels welcome and valued.
Due to the large number of exceptional applications we receive, we can only reach out to shortlisted candidates. If you don't hear from us, rest assured there may be another opportunity at Coda that aligns better with your unique abilities. Remember to check our Careers Page for more exciting job openings!",https://www.jobstreet.co.id/id/job/72381029?type=standard&ref=search-standalone,72381029
Magento Developer,PT DAnS Multi Pro,Kebayoran Lama,,Teknologi Informasi & Komunikasi,Teknik – Perangkat Lunak,,2024-04-26,Full time,"Job Description:

Develop and Maintain Magento 2.x sites
Develop Magento modules (such as extensions for Payment Methods, Shipping, etc) in PHP using best practices
Write Code following coding standards and OOP Modeling
Design themes and interfaces
Develop REST and GraphQL APIs
Troubleshoot integration issues.
Analyze, debug, test and improve existing extensions.
Optimize code, database, cronjob, cache and search performance.

Minimum Qualifications:

Bachelor Degree in Computer Science / Information Technology or related major from reputable university
Hold Adobe Certified Professional – Magento or Adobe Certified Expert – Magento or Adobe Certified Master – Magento
Experience working in eCommerce Frameworks – Magento, OpenCart etc.
Proficient understanding of eCommerce processes and best practices
Proficient understanding of Magento, JavaScript, HTML, PHP, CSS, and MySQL.
Having experience with complete eCommerce lifecycle development.
Good Understanding of modern UI/UX trends.
Good Knowledge of Google Tag Manager, SEO, Google Analytics, PPC, and A/B Testing.
Good knowledge of Adobe Photoshop and Adobe Illustrator.

This opening is available until December 2022.",https://www.jobstreet.co.id/id/job/74173176?type=standard&ref=search-standalone,74173176
Fullstack Developer - BANK,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Jakarta Raya,,Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-26,Kontrak,"Job description & requirementsRequirements :
- Pengalaman minimal 2 tahun
- Bisa coding
 -Java (Springboot & Android)
 - Javascript/Typescript (React JS)
 - Unit Testing
 - SQL Query
Skills
Java
Javascript Frameworks
Javascript
Unit Testing
SQL Server
SQL
MySQL
Spring

CultureSIGMATECH is collaborative, progressive, energetic, innovative and open.
SIGMATECH has established itself as the trusted partner for use in mission-critical applications and service clientele from SME to 500 Fortune company.
Benefits and perks of working with us include:
Compensation: Competitive salariesLifestyle: Casual dress codeProgression: Professional development (Webinars & Prime Class)Welfare: BPJS, Private Insurance, Transport Allowance
About the company",https://www.jobstreet.co.id/id/job/74282736?type=standard&ref=search-standalone,74282736
Fullstack Developer (Placement in Philippines) (SkyTech Solutions Inc),Dealls,Jakarta Raya,,Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-27,Full time,"Job description & requirements🙌🏻 About Us
SkyTech Solutions Inc. is a pioneering Software Development & Technology Solution Company excavating the best use of Information & Technology practices to develop and implement industry specific software and technology products & solutions. 
💰Salary
Very competitive
👑 Job Role

Participate in the entire application lifecycle, focusing on coding and debugging
Write clean code to develop functional web applications
Troubleshoot and debug applications
Perform UI tests to optimize performance
Manage cutting-edge technologies to improve legacy applications
Collaborate with Front-end developers to integrate user-facing elements with server-side logic
Gather and address technical and design requirements
Provide training and support to internal teams
Build reusable code and libraries for future use
Liaise with developers, designers and system administrators to identify new features
Follow emerging technologies
Compile and analyze data, processes, and codes to troubleshoot problems and identify areas for improvement
Collaborating with the front-end developers and other team members to establish objectives and design more functional, cohesive codes to enhance the user experience
Developing ideas for new programs, products, or features by monitoring industry developments and trends
Recording data and reporting it to proper parties, such as clients or leadership
Participating in continuing education and training to remain current on best practices, learn new programming languages, and better assist other team members
Build scalable and robust APIs and system
Build reusable code and libraries for future use
Optimize code and application for maximum speed and scalability
Ensure stability and performance of the system
Implement security and data protection
Identify and fix bottlenecks and bugs on our system

⛩️ Requirements

Have a Bachelor Degree in Computer Science, Information Technology or related subject
Have a minimum 3-4 years of experience / Fresh graduates may apply
Proficiency in NodeJs, Angular
Proficiency in Java Spring, C# .Net
Proficiency in REST API
Proficiency in code version tools, such as Git
Strong attention to detail, analytical and problem solving skill
Experienced working in teams
Good communication and interpersonal skill
Experience in Database such as MySQL, RabbitMq, Redis
Strong understanding of the web development cycle and programming techniques and tools
Focus on efficiency, user experience, and process improvement
Excellent project and time management skills
Strong problem solving and verbal and written communication skills
Ability to work independently or with a group

🎁 Perks

Competitive Salary
Free Food / Snacks
Free Lunch
Transportation

Skills
Full-stack Web Development
REST APIs
SQL Server

CultureCheck out more here - https://talent.usedeall.com/
About the companyDeall is a curated job portal, where only the talents we have curated can apply to vacancies.",https://www.jobstreet.co.id/id/job/74909584?type=standard&ref=search-standalone,74909584
Fullstack Developer,PT Indocyber Global Teknologi,Jakarta Raya,,Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-26,Kontrak,"Job description & requirementsResponsibilities:

Full-Stack Web application development of a new solution and maintenance.
Participate in the complete software development life cycle.
Prepares uses cases of flowcharts and diagrams to illustrate the sequence of steps the program must follow to describe logical operations involved.
Plans, analyses, and develops programs according to specifications, applying knowledge of programming techniques and methodologies.
Prepare test data and do testing thoroughly to validate completeness and accuracy.
Prepare development documentation (Functional, Program, User Specification).
Maintain current knowledge of standard programming languages, coding methods, and operational requirements.
Perform installation and deployment of the system.
Perform troubleshooting and root cause analysis to fix issues.
Support Financial/Banking applications.

Requirements:

The candidate must possess at least Bachelor's Degree in Computer Science/Information Technology or equivalent.
Understanding about basic web development: HTML5, CSS, JavaScript, NodeJs, ReactJS, VueJS, ExpressJS, NestJs, NextJS, PHP, Golang, Ajax, Jquery, 
System: JAVA Spring framework, NET framework
Understanding of DB SQL: using R-DB experience (We are using SQL Server, Oracle, PostgresSQL DB).
Candidate must be able to work in a fast-paced environment.
Candidate must be able to work under pressure.
Candidate must possess good interpersonal skill and communication skills.
Maintain a good attitude, positive behaviour, and integrity.
Excellent analytical skills, Self-motivated, resourceful, and creative problem solver.
Willing to WFO (ONSITE Mandatory)

Skills
Javascript Frameworks
React.js
Vue.js
Spring
.NET
ASP.NET
SQL Server
SQL
PostgreSQL
NoSQL
MySQL
HTML+CSS
Node.js

Culture
At Indocyber Global Teknologi, we are adaptable, balanced, energetic, innovative and passionate.
Benefits and perks of working with us include:
Compensation: Bonuses, Competitive salaries, Transportation reimbursementFamily benefits: Paid maternity / paternity leaveLifestyle: Company outingsProgression: Professional developmentWelfare: Gym membership, Health insurance",https://www.jobstreet.co.id/id/job/74743815?type=standard&ref=search-standalone,74743815
Fullstack Developer,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Jakarta Raya,,Teknologi Informasi & Komunikasi,Teknik – Perangkat Lunak,,2024-04-26,Full time,"Job description & requirements
At least 3 year of experience in building large-scale software applications
Experience in building web applications
Knowledge of Java Skills
Excellent debugging and optimization skills

Skills
Java
Full-stack Web Development
Web Applications

CultureSIGMATECH is collaborative, progressive, energetic, innovative and open.
SIGMATECH has established itself as the trusted partner for use in mission-critical applications and service clientele from SME to 500 Fortune company.
Benefits and perks of working with us include:
Compensation: Competitive salariesLifestyle: Casual dress codeProgression: Professional development (Webinars & Prime Class)Welfare: BPJS, Private Insurance, Transport Allowance
About the company",https://www.jobstreet.co.id/id/job/74675507?type=standard&ref=search-standalone,74675507
Full Stack Developer (Temporary) (Asuransi MSIG Indonesia),Dealls,Jakarta Raya,,Teknologi Informasi & Komunikasi,Analis Bisnis/Sistem,,2024-04-26,Kontrak,"Job description & requirements🙌🏻 About Us
Combining global and local best practices, the core subsidiaries and affiliates of MSIG Holdings (Asia) Pte. Ltd. across ASEAN and Hong Kong (""MSIG""​) have been providing general insurance solutions for more than 100 years. As an established leading insurer with a long-term perspective, MSIG aims to offer insurance solutions that are effective, efficient and simple to understand; delivered with active and sincere service. Across the region, our 3,500 employees go above and beyond to add value to the business and lifestyle of our customers and inspire confidence in them.
MSIG is backed by the solid foundation and rich heritage of Mitsui Sumitomo Insurance Company, Limited, an established insurer that has received strong financial ratings from leading rating agencies, including Standard & Poor's and Moody's. Today MSIG is one of the few foreign-based general insurers to have representation in every ASEAN country, a testament to its strength and reach. MSIG also benefits from being a member of MS&AD Insurance Group - one of the largest general insurance groups in the world.
Leveraging on the multi-channel distribution, strong partnerships with intermediaries and extensive geographical network, MSIG offers a wide range of insurance solutions across personal and commercial lines. MSIG builds and nurtures enduring relationships, forging close partnerships, through good times and bad.
💰Salary
Very competitive
👑 Job Role

Develop Applications in Web based and API
Support Maintenance Current Applications
Support and resolve System and Sub System problems within IT scope

⛩️ Requirements

Bachelor's Degree in Computer Science, Engineering or equivalent
Required skills: Laravel, Next.jx, mySQL, SQL Server, Gitlab, Figma
Proven work experience in the same position and/or using the same framework for at least 1 year
Experienced in insurance/financial non-banking industry is a plus
Good command in English, both written and spoken
Able to join immediately (as soon as possible)
This position will be contracted for 1 year under outsource

🎁 Perks

Company Outings
Team Building Activity
Competitive Salary
Medical Insurance
THR / Bonus system

Skills
Full-stack Web Development
Business Development & Partnerships
Business Development

CultureCheck out more here - https://talent.usedeall.com/
About the companyDeall is a curated job portal, where only the talents we have curated can apply to vacancies.",https://www.jobstreet.co.id/id/job/74675547?type=standard&ref=search-standalone,74675547
FULL STACK DEVELOPER,TESSA,Pesanggrahan,,Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-26,Full time,"Main Responsibilities:

Front-end and back-end development 
Design and develop APIs 
Design and configure SharePoint online sites and Office 365 solutions, including Flow, Power Apps, Teams and Planner 
Migrate existing SharePoint 2010 solution to SharePoint Online 
Plan and organize work and manage internal procedures to ensure maximal productivity and values in support of SharePoint 
Train SharePoint Team site / Communication Site Leads / Owners across Tripatra departments 
Close communication with Business Analyst, SAP Functional, Related Stakeholders and QA Analyst to run a projects 
Build professional relationships with clients, management and team members to ensure delivery of proposed solutions, support for development of business possibilities and personal development.
Stay updated with latest technology advancement and changes
Develop and manage well-functioning applications, interactive dashboard, and data visualizations
Debug, test, and troubleshoot Applications & components Work with scrum team to ideate software solutions

Troubleshooting for current apps & integration issues


Requirements:

2-4 years of working experience as Full Stack Developer
Knowledge of multiple Front-End languages & libraries (i.e. JavaScript, XML, jQuery, HTML/CSS)
Knowledge of multiple Back-End languages & libraries (i.e. Java, Python, C++)
Knowledge of DevOps (Jenkins, Docker & Kubernetes)
Familiar with Server-side languages : Golang, .Net, Phyton, Java and PHP 
Familiar with Database : RDBMS (MySQL, Oracle, PostgreeSQL and SQL Server) and no SQL (MongoDB and Elastic Search) 
Familiar with Cloud Technology (Azure/AWS) 
Familiar with CI/CD 
Familiar with Micro services architecture
Comfortable working independently and collaboratively with minimal guidance 
Ability to manage and prioritize daily tasks while being goal-oriented 
Ability to think critically and strategically 
Ability to communicate effectively with audiences that include but are not limited to board of directors, team members, clients and vendors 
Exposure to large corporations / startups, preferably in engineering or energy sector 
You are thoroughly familiar with and have a strong grasp of Agile development principles and practice and have effectively supported development teams using methodologies like Scrum.
You enjoy helping teams to diagnose failures and root causes of problems. You live and breathe problem solving and are always looking for ways to make solutions better and your team more effective",https://www.jobstreet.co.id/id/job/75090060?type=standard&ref=search-standalone,75090060
Remote Blockchain Developer,Forest Technologies,Jakarta Raya,,Teknologi Informasi & Komunikasi,Teknik – Perangkat Lunak,,2024-04-26,Full time,"Job description & requirementsResponsibilities:

Design, develop, and implement blockchain solutions and smart contracts using various blockchain platforms (e.g., Ethereum, Solana, Sui, etc.).
Collaborate with cross-functional teams to gather requirements, define project scope, and develop technical specifications.
Architect blockchain systems and solutions, ensuring scalability, security, and performance.
Participate in the entire software development lifecycle, including design, coding, testing, deployment, and maintenance.
Conduct thorough code reviews and ensure code quality, performance, and adherence to coding standards.
Troubleshoot and debug issues in blockchain-based applications and smart contracts.
Stay up-to-date with the latest developments in blockchain technology, industry trends, and best practices.
Provide technical guidance and mentorship to junior developers and team members.
Collaborate with external partners and clients to integrate blockchain solutions into their existing systems and processes.
Contribute to the company's intellectual property through patents, publications, and open-source contributions.

Requirements:

Minimum of 3 years of professional experience in blockchain development, with a strong understanding of blockchain concepts, protocols, and ecosystems.
Proficiency in at least one blockchain platform (e.g., Ethereum, Solana, Sui, etc.) and experience with relevant tools and frameworks.
Solid understanding of smart contract development and deployment using languages such as Solidity, Go, JavaScript (e.g., Truffle, Web3.js), or others.
Experience with decentralized application (DApp) development, including front-end frameworks (e.g., React, Angular, Vue.js) and back-end integration.
Strong knowledge of cryptography, cryptographic algorithms, and security best practices in blockchain systems.
Hands-on experience with version control systems (e.g., Git), continuous integration/continuous deployment (CI/CD) pipelines, and automated testing frameworks.
Excellent problem-solving skills, analytical thinking, and attention to detail.
Effective communication and collaboration skills, with the ability to work in a fast-paced, dynamic environment.
Proven ability to learn new technologies quickly and adapt to changing requirements and priorities.
Experience with cloud platforms (e.g., AWS, Azure, Google Cloud) and containerization technologies (e.g., Docker, Kubernetes) is a plus.
Familiarity with regulatory compliance, privacy, and data protection considerations in blockchain applications is desirable.

Why Join Us?

Competitive salary and comprehensive benefits package.
Remote work culture
Most of our clients are multinational companies and you will be exposed to a large IT environment and valuable experience in international-scale projects.
Friendly and dynamic work environment
You will always learn new things as our projects adopt the latest technology and best practices available in the market.
Personal Growth
A dynamic and inclusive company culture that values diversity and creativity.
Impact at scale
Mentorship from a world-class team

Skills
Solidity
Blockchain
Software Engineering
Software Design
Software Architecture
English Language
Software Development
Agile Software Development

CultureAt Forest Technologies Pte Ltd, we are adaptable, energetic, fast paced, innovative and passionate.
Benefits and perks of working with us include:
Compensation: BonusesLifestyle: Company outings, Work-from-home
Forest Technologies creates the future of your dreams
About the company",https://www.jobstreet.co.id/id/job/74675466?type=standard&ref=search-standalone,74675466
Software Developer,CV Karya Jaya Mandiri Sakti (Cabang Bali),Jakarta Raya,,Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-26,Full time,"GECO Asia is a specialist IT Consulting / Resourcing firm with 100% focus on Digital Transformation skills. We deliver value to our clients by offering flexibility for your project hiring needs.
Our high quality IT Consultants work with highest levels of efficiency to deliver value with integrity.
​We are best known in Asia Pacific market as a quality provider of specialist SAP Consultants and Digital Transformation Experts.
The Role
§ Lead the Technical requirement to detailing integration process from Salesforce to another system
§ Create Project document for deliverable:
·      Technical Design Document / System Integration Architecture
·      System Integration Testing (SIT) document
·      Training Admin Manual Guide document (Handover to IT Team)
·      Data Migration Schema & Data Cutover Strategy document
·      Object Relationship Builder 
·      Deployment Checklist Document
§ Create Business Field Logic, Trigger/API/Formula Logic, Reporting UI/UX
§ Setup Custom Salesforce Platform (using Lightning Component, LWC, Apex (Classes & Trigger Handlers), Apex Scheduler, Batch Apex, Apex Web Service, Visualforce Page, HTML, JavaScript, Custom Tabs, Custom metadata, Custom settings.)
§ Create Test Class for deployment
Ideal Profile
§ Have basic Java/Apex Programing
§ Understand how to Developer tools for maintain release/deployment version (Azure Dev, Gitlab, Gitbucket, DMP Code Review)
§ Understand how create Figma UI/UX for prototype design
§ Have strong SOQL, DB Query, REST API, SOAP Callout)
What's on Offer?

Excellent career development opportunities
Attractive salary & benefits
Flexible working options",https://www.jobstreet.co.id/id/job/72379615?type=standard&ref=search-standalone,72379615
