Role,Company Name,Location,Posted Date,Extracted Date,Key Skill,Job Description,More Detail
Technical Lead or Senior Engineer - Java / J2EE Framework and Security Specialist,Girmiti Software,Bengaluru / Bangalore,2 days ago,2024-02-16,"java  ,  j2ee  ,  security infrastructure","Primary responsibilityconsists of ownership of the Java framework components and the security infrastructure for a highly available ,  highly scalable OLTP system targeted tow...",https://www.timesjobs.com/job-detail/technical-lead-or-senior-engineer-java-j2ee-framework-and-security-specialist-girmiti-software-bengaluru-bangalore-0-to-3-yrs-jobid-3xXhdnTyS4hzpSvf__PLUS__uAgZw==&source=srp
Machine Learning Engineer,Ideapoke,Bengaluru / Bangalore,2 days ago,2024-02-16,"algorithms  ,  artificial intelligence  ,  rest  ,  python  ,  machine learning  ,  openstack  ,  opencv  ,  soap","Our growth is powered by our people and their unwavering commitment to the company-wide vision ,  strong work ethic and an entrepreneurial do-it-all spirit. We push the bounda...",https://www.timesjobs.com/job-detail/machine-learning-engineer-ideapoke-bengaluru-bangalore-2-to-5-yrs-jobid-Yf8yqU__SLASH__zYAJzpSvf__PLUS__uAgZw==&source=srp
Senior Operations Research Scientist,ORMAE LLP,Bengaluru / Bangalore,2 days ago,2024-02-16,"algorithms  ,  c    ,  java  ,  c#  ,  python  ,  sas",Programming experience in Python / Java / c# /  C   / R of the optimization algorithm is preferred. Ability to understand the business problem and convert it as a mathematical...,https://www.timesjobs.com/job-detail/senior-operations-research-scientist-ormae-llp-bengaluru-bangalore-2-to-10-yrs-jobid-dRnzJenpB8tzpSvf__PLUS__uAgZw==&source=srp
Platform Specialist Team Lead,ZeroFOX,Bengaluru / Bangalore,2 days ago,2024-02-16,"authoring  ,  artificial intelligence  ,  security  ,  github  ,  python  ,  mobile  ,  javascript",Responsibilities Analyze large volumes of data for customer-related risksCreate risk notification and alert packages for customersInterface with customers to provide analysis ...,https://www.timesjobs.com/job-detail/platform-specialist-team-lead-zerofox-bengaluru-bangalore-0-to-3-yrs-jobid-FmPUsK72eLhzpSvf__PLUS__uAgZw==&source=srp
Software Developer,teknospire,Bengaluru / Bangalore,2 days ago,2024-02-16,"c    ,  python  ,  c  ,  java  ,  written communication  ,  php  ,  software developer  ,  angularjs",Software Developer Job Location: BangaloreExperience: 2  years of server / application developmentSkill SetStrong understanding of system performance and scalingExperience in ...,https://www.timesjobs.com/job-detail/software-developer-teknospire-bengaluru-bangalore-2-to-5-yrs-jobid-GplMwsw8y0pzpSvf__PLUS__uAgZw==&source=srp
Full Stack Laravel Developer / PHP Developer,RailRestro,"Patna,  Bengaluru / Bangalore",2 days ago,2024-02-16,"css  ,  html5  ,  rest api  ,  php developer  ,  bootstrap  ,  jquery  ,  database  ,  git  ,  xml  ,  json  ,  software engineering  ,  mysql  ,  web development  ,  api  ,  laravel  ,  server management  ,  javascript  ,  leadership skills  ,  php",We are looking for a PHP Developer / Laravel Developer with the capability to develop a fully responsive web portal  ( both backend and frontend ) . He / She must have profici...,https://www.timesjobs.com/job-detail/full-stack-laravel-developer-php-developer-railrestro-patna-bengaluru-bangalore-2-to-5-yrs-jobid-GYEUQtKCGo1zpSvf__PLUS__uAgZw==&source=srp
Senior Java Developer,V12 Consulting,"Hyderabad/Secunderabad,  Pune,  Bengaluru / Bangalore",2 days ago,2024-02-16,"java developer  ,  sql  ,  spring  ,  java  ,  pl  /  sql",Senior Java Developer  Risk Job Description: As a part of the Client Services team build custom applications for Risk Management and Risk Reporting supporting the Credit Risk ...,https://www.timesjobs.com/job-detail/senior-java-developer-v12-consulting-hyderabad-secunderabad-pune-bengaluru-bangalore-4-to-7-yrs-jobid-rsGvZ2qQclhzpSvf__PLUS__uAgZw==&source=srp
Solution Developer,Metaphor Consulting,Bengaluru / Bangalore,2 days ago,2024-02-16,"css  ,  java  ,  j2ee  ,  html  ,  javascript","1. Good Communication Skills.2. Designing ,  building and maintaining websites using JavaScript ,  Java Server Pages ,  HTML ,  CSS.3. Developing high performance ,  Java  / J...",https://www.timesjobs.com/job-detail/solution-developer-metaphor-consulting-bengaluru-bangalore-1-to-3-yrs-jobid-ctP9gUq2sJ9zpSvf__PLUS__uAgZw==&source=srp
SQLMaestros,edominer systems private limited,"Kolkata,  Bengaluru / Bangalore",2 days ago,2024-02-16,"conference  ,  asp.net  ,  ado.net  ,  vb.net  ,  ajax  ,  t-sql  ,  sql",Job Description1. You should have very good skills with AJAX.2. You should have excellent programming skills in VB.net language.3. You should have very good experience in deve...,https://www.timesjobs.com/job-detail/sqlmaestros-edominer-systems-private-limited-kolkata-bengaluru-bangalore-1-to-4-yrs-jobid-EcTUnijfS0xzpSvf__PLUS__uAgZw==&source=srp
Development centre,edominer systems private limited,"Kolkata,  Bengaluru / Bangalore",2 days ago,2024-02-16,"html5  ,  microsoft azure  ,  ajax  ,  javascript  ,  jquery  ,  sql  ,  visual studio  ,  json  ,  software developer",Our software Expand ERP is delivered through cloud from various server locations across the globe. Please visit our company website www.edominer.com for more details.We are ex...,https://www.timesjobs.com/job-detail/development-centre-edominer-systems-private-limited-kolkata-bengaluru-bangalore-12-to-15-yrs-jobid-XgOIxxxCp5FzpSvf__PLUS__uAgZw==&source=srp
SQL Product Lead,spiderfocus solutions,Bengaluru / Bangalore,2 days ago,2024-02-16,"bi  ,  sql  ,  memory management  ,  database  ,  git  ,  ssrs  ,  svn  ,  edi  ,  triggers  ,  written communication  ,  .net","Job Description :Design ,  create ,  and implement database systems based on the end user's requirementsImprove application's performancesPrepare documentations for database a...",https://www.timesjobs.com/job-detail/sql-product-lead-spiderfocus-solutions-bengaluru-bangalore-5-to-10-yrs-jobid-wVNxMHilDbJzpSvf__PLUS__uAgZw==&source=srp
Java Developer,sacumen,Bengaluru / Bangalore,2 days ago,2024-02-16,"rest  ,  access management  ,  security  ,  java  ,  written communication  ,  soap web services  ,  j2ee  ,  api",An ideal candidate is one who likes the hustle and figures out solutions based on the clients requirements and various constraints. Candidate for this position will have exper...,https://www.timesjobs.com/job-detail/java-developer-sacumen-bengaluru-bangalore-0-to-3-yrs-jobid-bjkwCV6wqX5zpSvf__PLUS__uAgZw==&source=srp
Magento,oottru technologies pvt ltd.,Bengaluru / Bangalore,2 days ago,2024-02-16,"css  ,  wordpress  ,  firefox  ,  ajax  ,  jquery  ,  java  ,  opencart  ,  mysql  ,  magento  ,  javascript  ,  php","ResponsibilitiesResponsible for delivery of projects from conceptualization ,  visualization to technology mapping and final execution of projectsHands on Coding ExpertAbility...",https://www.timesjobs.com/job-detail/magento-oottru-technologies-pvt-ltd-bengaluru-bangalore-7-to-12-yrs-jobid-KAN__SLASH__CdlFIPtzpSvf__PLUS__uAgZw==&source=srp
.net Developer,Sakhatech Information Systems Pvt. Ltd,Bengaluru / Bangalore,2 days ago,2024-02-16,"c#  ,  linq  ,  database  ,  git  ,  entity framework  ,  asp.net  ,  .net  ,  mvc  ,  visual studio",Requirements:Should have deep knowledge on RestAPI developmentShould have good knowledge on .net Core frameworkShould be good in LINQ and Entity frameworkShould have good know...,https://www.timesjobs.com/job-detail/net-developer-sakhatech-information-systems-pvt-ltd-bengaluru-bangalore-3-to-6-yrs-jobid-ImCD__SLASH__Lx3Kd1zpSvf__PLUS__uAgZw==&source=srp
"DE Jobs - IBM ACS - AI Cognitive Support Engineer in Bangalore ,  India",buck global llc,Bengaluru / Bangalore,3 days ago,2024-02-16,"cloud computing   ,   ai  /  cognitive   ,   troubleshooting   ,   problem determination   ,   written and oral communication   ,  information technology  ,  storage  ,  artificial intelligence  ,  system administration  ,  natural language processing  ,  team player  ,  service catalog  ,  machine learning  ,  web hosting  ,  infrastructure","IntroductionAt IBM ,  work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To ...",https://www.timesjobs.com/job-detail/de-jobs-ibm-acs-ai-cognitive-support-engineer-in-bangalore-india-buck-global-llc-bengaluru-bangalore-2-to-4-yrs-jobid-v3aZIiMCZU9zpSvf__PLUS__uAgZw==&source=srp
Associate Technical Lead  ( Node.JS )  || RR / 135 / 2024 || 6 - 8 Years,eMids Technologies Pvt Ltd,"Bengaluru / Bangalore,  Noida/Greater Noida",2 days ago,2024-02-16,"data engineering   ,   javascript  /  typescript   ,   python   ,   relational databases   ,   aws services   ,  sql  ,  security  ,  git  ,  json  ,  mysql  ,  mongodb  ,  mobile","This is us ,  your new colleagues!Our organization is based on people and great teamwork.We work at the intersection of design ,  engineering and domain expertise ,  our passi...",https://www.timesjobs.com/job-detail/associate-technical-lead-node-js-rr-135-2024-6-8-years-emids-technologies-pvt-ltd-bengaluru-bangalore-noida-greater-noida-6-to-8-yrs-jobid-0qFnxH1q__PLUS__69zpSvf__PLUS__uAgZw==&source=srp
UI / UX Designer,veeam software india pvt ltd,Bengaluru / Bangalore,2 days ago,2024-02-16,"ui  /  ux design  ,   usability testing  ,   user psychology  ,   responsive design  ,   html  /  css  /  javascript","Job Title: UI / UX DesignerDate of Publication: 13 February 2024Location: Bangalore ,  IndiaVeeam ,  the #1 global market leader in data protection and ransomware recovery ,  ...",https://www.timesjobs.com/job-detail/ui-ux-designer-veeam-software-india-pvt-ltd-bengaluru-bangalore-3-to-6-yrs-jobid-RVZ__PLUS__iEed35NzpSvf__PLUS__uAgZw==&source=srp
IT Technology Services Specialist,SAP Ariba,Bengaluru / Bangalore,2 days ago,2024-02-16,"community management  ,   event organization  ,   stakeholder management  ,   communication skills  ,   organizational skills   ,  information technology  ,  hosting  ,  database  ,  machine learning",Information TechnologyIT Technology Services SpecialistWe help the world run betterOur company culture is focused on helping our employees enable innovation by building breakt...,https://www.timesjobs.com/job-detail/it-technology-services-specialist-sap-ariba-bengaluru-bangalore-2-to-5-yrs-jobid-eJeV3D876h9zpSvf__PLUS__uAgZw==&source=srp
Industry Consulting Snr. Consultant,NTT Data Vertex Software Inc.,Bengaluru / Bangalore,2 days ago,2024-02-16,"sap hybris   ,   graphql facade   ,   spring framework   ,   object oriented analysis and design   ,   restful apis   ,  soa  ,  mockito  ,  docker  ,  sql  ,  database  ,  java  ,  apache  ,  spring mvc  ,  mysql  ,  junit  ,  rdbms  ,  spring boot  ,  spring security  ,  consultant  ,  splunk","Industry Consulting Snr. ConsultantDate: Feb 12 ,  2024Location: Bangalore ,  KA ,  INCompany: NTT DATA ServicesThe ideal candidate will bring a wealth of expertise in SAP Hyb...",https://www.timesjobs.com/job-detail/industry-consulting-snr-consultant-ntt-data-vertex-software-inc-bengaluru-bangalore-2-to-6-yrs-jobid-wYwLoi3yZbdzpSvf__PLUS__uAgZw==&source=srp
Business Analyst - Regulatory Reporting,NTT Data Vertex Software Inc.,Bengaluru / Bangalore,2 days ago,2024-02-16,"otc derivatives   ,   regulatory reporting   ,   capital market   ,   business analysis   ,   sql    ,  database  ,  technology consulting  ,  problem solving","Business Analyst - Regulatory ReportingDate: Feb 12 ,  2024Location: Bangalore ,  KA ,  INCompany: NTT DATA ServicesReq ID: 270609NTT DATA Services strives to hire exceptional...",https://www.timesjobs.com/job-detail/business-analyst-regulatory-reporting-ntt-data-vertex-software-inc-bengaluru-bangalore-10-to-13-yrs-jobid-GurSFg8jJghzpSvf__PLUS__uAgZw==&source=srp
UI Developer,Angel and Genie,Bengaluru / Bangalore,2 days ago,2024-02-16,"css  ,  web development  ,  html  ,  javascript",Below are some of the responsibilities a front-end developer is expected to assume: Build web applications with web development best practices Transform app designs into front...,https://www.timesjobs.com/job-detail/ui-developer-angel-and-genie-bengaluru-bangalore-2-to-4-yrs-jobid-__PLUS__Rd0hImVNAlzpSvf__PLUS__uAgZw==&source=srp
Sr. Android Developer,Angel and Genie,Bengaluru / Bangalore,2 days ago,2024-02-16,"architecture  ,  Android Developer  ,  code reviews  ,  design","Responsibilities Develop and maintain high-performance ,  reusable ,  and reliable codeWork closely with the founders and technical directors to build superior-quality appsPar...",https://www.timesjobs.com/job-detail/sr-android-developer-angel-and-genie-bengaluru-bangalore-4-to-7-yrs-jobid-A2ERdQt3z0hzpSvf__PLUS__uAgZw==&source=srp
Full stack developer,Mobinius Technologies Pvt. Ltd,Bengaluru / Bangalore,2 days ago,2024-02-16,"c#  ,  node.js  ,  .net  ,  javascript  ,  sql  ,  docker","6-8 years of software development experience ,  preferably in product development.1.Experience of more than 4 years in JavaScript frameworks: Angular .2.Expert on .net ,  c# a...",https://www.timesjobs.com/job-detail/full-stack-developer-mobinius-technologies-pvt-ltd-bengaluru-bangalore-6-to-8-yrs-jobid-PlCY__PLUS__xthw6ZzpSvf__PLUS__uAgZw==&source=srp
iOS Developer / Lead,outsource2india,Bengaluru / Bangalore,2 days ago,2024-02-16,"c  ,  javascript  ,  mvvm  ,  xml  ,  json  ,  api  ,  mvc",SoftwareRequired QualificationsOverall at least 1  years building software for iOS devices.at least 2 years of experience in Managing a team and Task delegation in case applyi...,https://www.timesjobs.com/job-detail/ios-developer-lead-outsource2india-bengaluru-bangalore-2-to-5-yrs-jobid-99Q4p__SLASH__ottdtzpSvf__PLUS__uAgZw==&source=srp
Android Developer,outsource2india,Bengaluru / Bangalore,2 days ago,2024-02-16,"xamarin  ,  mobile  ,  storage  ,  javascript  ,  java  ,  mvvm  ,  xml  ,  json  ,  api  ,  mvc",Required QualificationsOverall at least 1 year of building software for Android devices.Experience with Java and Android Studio IDE.Strong knowledge of different versions of A...,https://www.timesjobs.com/job-detail/android-developer-outsource2india-bengaluru-bangalore-1-to-4-yrs-jobid-Vwga7kfbUvpzpSvf__PLUS__uAgZw==&source=srp
Front End Developer React,ORMAE LLP,Bengaluru / Bangalore,2 days ago,2024-02-16,"css  ,  html5  ,  ajax  ,  javascript  ,  docker  ,  git",Develop new user-facing featuresBuild reusable code and libraries for future useEnsure the technical feasibility of UI / UX designsOptimize application for maximum speed and s...,https://www.timesjobs.com/job-detail/front-end-developer-react-ormae-llp-bengaluru-bangalore-2-to-10-yrs-jobid-SnjOYbPEsMRzpSvf__PLUS__uAgZw==&source=srp
PHP DEVELOPER,sinelogix technologies vadodara,Bengaluru / Bangalore,2 days ago,2024-02-16,"css  ,  rdbms  ,  html5  ,  svn  ,  ajax  ,  jquery  ,  javascript  ,  oop  ,  xml  ,  php  ,  mysql  ,  object oriented programming",PHP 5 jQuery  ( JavaScript ) MySQL  ( or other RDBMS ) Object Oriented Programming  ( OOP ) .Some very strong plusses would be ability in the following areas :Agile Developmen...,https://www.timesjobs.com/job-detail/php-developer-sinelogix-technologies-vadodara-bengaluru-bangalore-0-to-3-yrs-jobid-u50TQPCg2xtzpSvf__PLUS__uAgZw==&source=srp
PHP Developer,W3Softech India Private Limited,"Chennai,  Bengaluru / Bangalore",2 days ago,2024-02-16,"wordpress  ,  mobile  ,  php developer  ,  php","Looking for someone with extensive wordpress and front-end development experience for this PHP role. They should be able to take the UX designs ,  develop the front end code a...",https://www.timesjobs.com/job-detail/php-developer-w3softech-india-private-limited-chennai-bengaluru-bangalore-4-to-6-yrs-jobid-46VY9Uz5u7VzpSvf__PLUS__uAgZw==&source=srp
UI Developer,W3Softech India Private Limited,"Chennai,  Bengaluru / Bangalore",2 days ago,2024-02-16,"css  ,  html5  ,  mobile  ,  bootstrap  ,  javascript  ,  jquery  ,  git  ,  html","1. Must have expertise in HTML5 ,  CSS3 ,  JavaScript ,  JQuery ,  Bootstrap ,  LESS  &  SASS CSS Frameworks ,  React  ( or Angular )  ,  experience in converting mockup into ...",https://www.timesjobs.com/job-detail/ui-developer-w3softech-india-private-limited-chennai-bengaluru-bangalore-4-to-6-yrs-jobid-nQtFIBsOmzlzpSvf__PLUS__uAgZw==&source=srp
: Node JS AWS Developers with Angular 8,W3Softech India Private Limited,"Chennai,  Bengaluru / Bangalore",2 days ago,2024-02-16,"css  ,  html5  ,  mobile  ,  javascript  ,  node.js  ,  java  ,  api","AWS  NODEJS  Java ScriptJavaScript ,  TypeScript and Node.js would be ideal. Amazon Web Services  ( AWS )  is a mustHTML5 ,  CSS3  ,  Angular JSProven experience in developing...",https://www.timesjobs.com/job-detail/node-js-aws-developers-with-angular-8-w3softech-india-private-limited-chennai-bengaluru-bangalore-3-to-5-yrs-jobid-syne1rKYEhBzpSvf__PLUS__uAgZw==&source=srp
Database administrator,pegasus knowledge solutions india pvt ltd.,Bengaluru / Bangalore,2 days ago,2024-02-16,"oracle  ,  sql  ,  nosql  ,  database  ,  mysql  ,  sql server administration","Key Responsibilities: Excellent knowledge of MySQL architectureMust have knowledge of setting MySQL clustering ,  Ning ,  troubleshootingMust have good knowledge of Performanc...",https://www.timesjobs.com/job-detail/database-administrator-pegasus-knowledge-solutions-india-pvt-ltd-bengaluru-bangalore-4-to-7-yrs-jobid-ENedl6S6jclzpSvf__PLUS__uAgZw==&source=srp
Python Developer,pegasus knowledge solutions india pvt ltd.,Bengaluru / Bangalore,2 days ago,2024-02-16,"python  ,  css  ,  django  ,  java  ,  html  ,  bootstrap  ,  api  ,  jquery  ,  sql","Python DeveloperPrimary skill:  Strong Python skills along with web frameworks such as Django / Flask HTML / CSS ,  knowledge in JS based frameworks such as JQuery / React / A...",https://www.timesjobs.com/job-detail/python-developer-pegasus-knowledge-solutions-india-pvt-ltd-bengaluru-bangalore-0-to-3-yrs-jobid-XiCKMhU2A29zpSvf__PLUS__uAgZw==&source=srp
Lead ETL Developer,pegasus knowledge solutions india pvt ltd.,Bengaluru / Bangalore,2 days ago,2024-02-16,"oracle pl  /  sql  ,  data warehousing  ,  sql  ,  oracle apex  ,  software engineering  ,  integration developer  ,  oracle  ,  production environment",Job Description: Participate in project that will take existing Oracle transactional data and ETL into enterprise data warehouse and data mart.Participate in solution design a...,https://www.timesjobs.com/job-detail/lead-etl-developer-pegasus-knowledge-solutions-india-pvt-ltd-bengaluru-bangalore-8-to-10-yrs-jobid-fdKeyYtFkU9zpSvf__PLUS__uAgZw==&source=srp
Java Developer,pegasus knowledge solutions india pvt ltd.,Bengaluru / Bangalore,2 days ago,2024-02-16,"css  ,  python  ,  rest api  ,  bootstrap  ,  ajax  ,  javascript  ,  java developer  ,  sql  ,  nosql  ,  spring  ,  spring boot  ,  java  ,  django  ,  html  ,  angularjs","Java DeveloperJob Description: Backend development experience using Core Java ,  Spring ,  Spring bootStrong knowledge in frontend development  ( HTML ,  CSS ,  JavaScript ,  ...",https://www.timesjobs.com/job-detail/java-developer-pegasus-knowledge-solutions-india-pvt-ltd-bengaluru-bangalore-0-to-3-yrs-jobid-2zZ2SF8aiaZzpSvf__PLUS__uAgZw==&source=srp
Data Scientist,pegasus knowledge solutions india pvt ltd.,Bengaluru / Bangalore,2 days ago,2024-02-16,"algorithms  ,  python  ,  sas  ,  sql","Job Responsibilities: 8 - 10 years of Data experience with at least 5 yrs as Data scientist.Python Data science experience mandatory. SAS Enterprise Miner ,  SAS Base ,  SAS M...",https://www.timesjobs.com/job-detail/data-scientist-pegasus-knowledge-solutions-india-pvt-ltd-bengaluru-bangalore-8-to-10-yrs-jobid-KclF0c5R6jtzpSvf__PLUS__uAgZw==&source=srp
SAS Admin,pegasus knowledge solutions india pvt ltd.,Bengaluru / Bangalore,2 days ago,2024-02-16,"spring  ,  java  ,  sas  ,  odbc  ,  struts  ,  jdbc  ,  hibernate  ,  sql",Primary skill: 6  8 years experience in installing and supporting a SAS 9.3 environment on RedHat LinuxConfiguring SAS analytics software stack on premise for both modelling /...,https://www.timesjobs.com/job-detail/sas-admin-pegasus-knowledge-solutions-india-pvt-ltd-bengaluru-bangalore-6-to-8-yrs-jobid-Stp5R7iBl2JzpSvf__PLUS__uAgZw==&source=srp
Frontend Developer,globiva,Bengaluru / Bangalore,2 days ago,2024-02-16,"css  ,  authoring  ,  html5  ,  ajax  ,  git  ,  web developer  ,  mysql  ,  javascript  ,  angularjs",Job Description:We are looking for a Front-End Web Developer who is motivated to combine the art of design with the art of programming. Responsibilities will include translati...,https://www.timesjobs.com/job-detail/frontend-developer-globiva-bengaluru-bangalore-4-to-7-yrs-jobid-tSLRsEYTCfRzpSvf__PLUS__uAgZw==&source=srp
Web Developer,duronto technologies pvt ltd  ( travekhana.com ),Bengaluru / Bangalore,2 days ago,2024-02-16,"css  ,  html5  ,  database  ,  java  ,  xml  ,  web developer  ,  asp.net  ,  j2ee  ,  json  ,  html  ,  mysql  ,  software documentation  ,  c#  ,  problem solving  ,  database programming  ,  c#.net","Web Developer Web Developer will be responsible to build custom websites and complex web applications. This includes Database programming ,  HTML ,  JS and CSS coding ,  assis...",https://www.timesjobs.com/job-detail/web-developer-duronto-technologies-pvt-ltd-travekhana-com-bengaluru-bangalore-0-to-3-yrs-jobid-931__SLASH__7NpUt__PLUS__5zpSvf__PLUS__uAgZw==&source=srp
iOS Developer,duronto technologies pvt ltd  ( travekhana.com ),Bengaluru / Bangalore,2 days ago,2024-02-16,"rest  ,  xml  ,  mobile  ,  json  ,  problem solving  ,  api  ,  soap",iOS Developer Mobile Apps are the product of our creativity and years of expertise in mobile apps development and technology. We are Hiring an excellent iOS developer to join ...,https://www.timesjobs.com/job-detail/ios-developer-duronto-technologies-pvt-ltd-travekhana-com-bengaluru-bangalore-0-to-3-yrs-jobid-EI8a1WpMUUxzpSvf__PLUS__uAgZw==&source=srp
Android Developer,duronto technologies pvt ltd  ( travekhana.com ),Bengaluru / Bangalore,2 days ago,2024-02-16,"rest  ,  mobile  ,  problem solving  ,  eclipse  ,  java  ,  xml  ,  oops  ,  json  ,  debugging  ,  api  ,  soap",Android Developer Mobile Apps are the product of our creativity and years of expertise in mobile apps development and technology. We are Hiring an excellent Android developer ...,https://www.timesjobs.com/job-detail/android-developer-duronto-technologies-pvt-ltd-travekhana-com-bengaluru-bangalore-0-to-3-yrs-jobid-2YxkJQiEk0lzpSvf__PLUS__uAgZw==&source=srp
Full Stack Developer,appriffy digital it hub,Bengaluru / Bangalore,2 days ago,2024-02-16,"python  ,  mongodb  ,  javascript","Required CTO On-demand ,  Full-stack Developer with 5  years of hands-on experience on Mobile development  ( Native Android iOS )  ,  JavaScript ,  Python ,  React Native ,  A...",https://www.timesjobs.com/job-detail/full-stack-developer-appriffy-digital-it-hub-bengaluru-bangalore-5-to-8-yrs-jobid-ll__PLUS____SLASH__78HZZw9zpSvf__PLUS__uAgZw==&source=srp
Junior Wordpress Developer,appriffy digital it hub,Bengaluru / Bangalore,2 days ago,2024-02-16,"rest  ,  html5  ,  javascript  ,  jquery  ,  xml  ,  debugging  ,  json  ,  php  ,  html","Skills and Experience Required: Good understanding of front-end technologies ,  including HTML5 ,  CSS3 , Javascript ,  Jquery. Experience building user interfaces for website...",https://www.timesjobs.com/job-detail/junior-wordpress-developer-appriffy-digital-it-hub-bengaluru-bangalore-0-to-3-yrs-jobid-wezeVjqm42BzpSvf__PLUS__uAgZw==&source=srp
CRM Technical Consultant,iSYS Techworks India Pvt. Ltd.,Bengaluru / Bangalore,2 days ago,2024-02-16,"c#  ,  c  ,  team player  ,  jscript  ,  sql  ,  linq  ,  consultant  ,  technical consultant  ,  asp.net  ,  ssrs  ,  crm","Designation: CRM Technical Consultant Experience: 3 to 5 years Job Description: Hands on experience in CRM Customization and CRM SDK.Core development capabilities in c# ,  C  ...",https://www.timesjobs.com/job-detail/crm-technical-consultant-isys-techworks-india-pvt-ltd-bengaluru-bangalore-3-to-5-yrs-jobid-WssCR1uDid9zpSvf__PLUS__uAgZw==&source=srp
Graphic Designer,Reach C Onmark Pvt. Ltd.,Bengaluru / Bangalore,2 days ago,2024-02-16,"c  ,  wordpress  ,  joomla  ,  Graphic Designer","Reach C is looking for a Content Writer to join our editorial team and enrich our websites with new blog posts ,  guides and marketing copy.Content Writer responsibilities inc...",https://www.timesjobs.com/job-detail/graphic-designer-reach-c-onmark-pvt-ltd-bengaluru-bangalore-0-to-3-yrs-jobid-iFYJJOmBCr5zpSvf__PLUS__uAgZw==&source=srp
Digital Marketing Executive,Reach C Onmark Pvt. Ltd.,Bengaluru / Bangalore,2 days ago,2024-02-16,"algorithms  ,  css  ,  sem  ,  html  ,  javascript",Roles  &  Responsibilities:Optimizing copy and landing pages for search engine optimizationPerforming ongoing keyword research including discovery and expansion of keyword opp...,https://www.timesjobs.com/job-detail/digital-marketing-executive-reach-c-onmark-pvt-ltd-bengaluru-bangalore-0-to-3-yrs-jobid-qfjHjUOa2jRzpSvf__PLUS__uAgZw==&source=srp
Data Analytics Developer,CROSSROAD ELF DSS PRIVATE LIMITED,Bengaluru / Bangalore,2 days ago,2024-02-16,"algorithms  ,  python  ,  c    ,  bi  ,  machine learning  ,  sql  ,  database  ,  java  ,  linux  ,  linux shell scripting","Skills: Analytics ,  Data analytics ,  ETL ,  OLAP ,  Machine Learning ,  Algorithms ,  Python ,  Linux ,  SQL ,  Java ,  C  . Job Description Hands on experience in ETL ,  OL...",https://www.timesjobs.com/job-detail/data-analytics-developer-crossroad-elf-dss-private-limited-bengaluru-bangalore-0-to-3-yrs-jobid-mif1ftHXOilzpSvf__PLUS__uAgZw==&source=srp
Website Developer,CROSSROAD ELF DSS PRIVATE LIMITED,Bengaluru / Bangalore,2 days ago,2024-02-16,"laravel  ,  css  ,  wordpress  ,  ajax  ,  javascript  ,  jquery  ,  drupal  ,  php  ,  mysql  ,  html","We are looking for a Laravel ,  PHP  &  CMS developer with sound knowledge in Laravel ,  PHP ,  MySQL ,  CSS ,  HTML ,  JavaScript ,  Ajax ,  jQuery and CMS frameworks such as...",https://www.timesjobs.com/job-detail/website-developer-crossroad-elf-dss-private-limited-bengaluru-bangalore-0-to-3-yrs-jobid-QrjnSslOyb5zpSvf__PLUS__uAgZw==&source=srp
Data Engineer,CROSSROAD ELF DSS PRIVATE LIMITED,Bengaluru / Bangalore,2 days ago,2024-02-16,"algorithms  ,  data mining  ,  bi  ,  storage  ,  sql  ,  software engineering  ,  python  ,  oracle","Define the project outcomes ,  deliverable ,  scope of the effort ,  business objectives; identify the data sets that are going to be used.define data needs and evaluate data ...",https://www.timesjobs.com/job-detail/data-engineer-crossroad-elf-dss-private-limited-bengaluru-bangalore-0-to-3-yrs-jobid-KjzuYTlzt7FzpSvf__PLUS__uAgZw==&source=srp
Laravel Developer,CROSSROAD ELF DSS PRIVATE LIMITED,Bengaluru / Bangalore,2 days ago,2024-02-16,"laravel  ,  javascript  ,  node.js  ,  git  ,  php  ,  mysql  ,  mvc  ,  angularjs","Strong knowledge of PHP ,  MySQL ,  JavaScriptAdvanced knowledge of Restful concepts and APIsAbility to work with Git for version control via standard Git workflowExperience i...",https://www.timesjobs.com/job-detail/laravel-developer-crossroad-elf-dss-private-limited-bengaluru-bangalore-2-to-3-yrs-jobid-Vcl7RKuJQb1zpSvf__PLUS__uAgZw==&source=srp
SOFTWARE ARCHITECT,DREAMAJAX TECHNOLOGIES,Bengaluru / Bangalore,2 days ago,2024-02-16,"css  ,  javascript  ,  uml  ,  html","SOFTWARE ARCHITECT Excellent knowledge of software and application development ,  design and architecture.Excellent knowledge of UML and other modeling methods.Solid understan...",https://www.timesjobs.com/job-detail/software-architect-dreamajax-technologies-bengaluru-bangalore-0-to-3-yrs-jobid-2gphK__SLASH__xL6F1zpSvf__PLUS__uAgZw==&source=srp
Web Development Engineer-,axmiyan hr solutions private limited,Bengaluru / Bangalore,2 days ago,2024-02-16,"rest  ,  python  ,  software design  ,  problem solving  ,  lamp  ,  nosql  ,  node.js  ,  php  ,  web development  ,  mysql  ,  api  ,  soap",Web Development Engineer- looking for candidates only from STARTUP Companies Based in Bangalore.Immediate opening for a Leading ONLINE TAXI AGGREGATOR in BangaloreThey are loo...,https://www.timesjobs.com/job-detail/web-development-engineer-axmiyan-hr-solutions-private-limited-bengaluru-bangalore-1-to-2-yrs-jobid-dV__SLASH__NKwxoL6RzpSvf__PLUS__uAgZw==&source=srp
